,Time,IP,URL,Staus,AdjustedInMinutes,AdjustedInHour,AdjustedInDay,Method,HTTP
2897,2017-11-30 17:01:40,10.131.2.1,/process.php,302,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
2898,2017-11-30 17:01:40,10.131.2.1,/home.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2899,2017-11-30 17:01:40,10.131.2.1,/css/bootstrap.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2900,2017-11-30 17:01:40,10.130.2.1,/css/normalize.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2901,2017-11-30 17:01:40,10.131.0.1,/js/vendor/moment.min.js,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2902,2017-11-30 17:01:40,10.130.2.1,/css/font-awesome.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2903,2017-11-30 17:01:40,10.131.2.1,/js/vendor/jquery-1.12.0.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2904,2017-11-30 17:01:40,10.131.2.1,/js/vendor/modernizr-2.8.3.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2905,2017-11-30 17:01:40,10.130.2.1,/bootstrap-3.3.7/js/bootstrap.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2906,2017-11-30 17:01:40,10.128.2.1,/css/style.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2907,2017-11-30 17:01:40,10.131.0.1,/css/main.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2908,2017-11-30 17:01:40,10.129.2.1,/bootstrap-3.3.7/js/bootstrap.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2909,2017-11-30 17:01:55,10.131.2.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2910,2017-11-30 17:01:57,10.131.2.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2911,2017-11-30 17:01:59,10.131.2.1,/img/ruet.png,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2912,2017-11-30 17:02:09,10.128.2.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2913,2017-11-30 17:02:16,10.131.0.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2914,2017-11-30 17:02:16,10.131.0.1,/css/bootstrap.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2915,2017-11-30 17:02:16,10.128.2.1,/css/normalize.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2916,2017-11-30 17:02:16,10.131.2.1,/js/vendor/modernizr-2.8.3.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2917,2017-11-30 17:02:16,10.131.0.1,/css/font-awesome.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2918,2017-11-30 17:02:16,10.130.2.1,/css/main.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2919,2017-11-30 17:02:16,10.130.2.1,/bootstrap-3.3.7/js/bootstrap.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2920,2017-11-30 17:02:16,10.129.2.1,/css/style.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2921,2017-11-30 17:02:16,10.131.2.1,/js/vendor/jquery-1.12.0.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2922,2017-11-30 17:02:16,10.128.2.1,/bootstrap-3.3.7/js/bootstrap.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2923,2017-11-30 17:02:31,10.129.2.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2924,2017-11-30 17:02:31,10.129.2.1,/css/bootstrap.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2925,2017-11-30 17:02:31,10.131.2.1,/css/main.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2926,2017-11-30 17:02:31,10.130.2.1,/css/style.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2927,2017-11-30 17:02:31,10.128.2.1,/bootstrap-3.3.7/js/bootstrap.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2928,2017-11-30 17:02:31,10.131.0.1,/bootstrap-3.3.7/js/bootstrap.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2929,2017-11-30 17:02:31,10.128.2.1,/js/vendor/modernizr-2.8.3.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2930,2017-11-30 17:02:31,10.130.2.1,/js/vendor/jquery-1.12.0.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2931,2017-11-30 17:02:31,10.131.0.1,/css/normalize.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2932,2017-11-30 17:02:31,10.131.2.1,/css/font-awesome.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2933,2017-11-30 17:02:33,10.131.0.1,/contest.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2934,2017-11-30 17:02:34,10.130.2.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2935,2017-11-30 17:02:35,10.131.0.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2936,2017-11-30 17:02:46,10.131.0.1,/contestsubmission.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2937,2017-11-30 17:02:53,10.130.2.1,/,302,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2938,2017-11-30 17:02:54,10.130.2.1,/login.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2939,2017-11-30 17:02:54,10.130.2.1,/css/bootstrap.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2940,2017-11-30 17:02:55,10.128.2.1,/css/font-awesome.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2941,2017-11-30 17:02:55,10.131.2.1,/css/normalize.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2942,2017-11-30 17:02:55,10.130.2.1,/css/main.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2943,2017-11-30 17:02:55,10.129.2.1,/css/style.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2944,2017-11-30 17:02:55,10.130.2.1,/js/vendor/modernizr-2.8.3.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2945,2017-11-30 17:02:55,10.129.2.1,/js/vendor/jquery-1.12.0.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2946,2017-11-30 17:02:55,10.128.2.1,/bootstrap-3.3.7/js/bootstrap.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2947,2017-11-30 17:02:56,10.128.2.1,/fonts/fontawesome-webfont.woff2,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2948,2017-11-30 17:03:05,10.131.0.1,/standings.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2949,2017-11-30 17:03:05,10.131.0.1,/img/ruet.png,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2950,2017-11-30 17:03:07,10.128.2.1,/process.php,302,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
2951,2017-11-30 17:03:08,10.129.2.1,/home.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2952,2017-11-30 17:03:09,10.130.2.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2953,2017-11-30 17:03:09,10.130.2.1,/css/bootstrap.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2954,2017-11-30 17:03:09,10.130.2.1,/css/style.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2955,2017-11-30 17:03:09,10.128.2.1,/bootstrap-3.3.7/js/bootstrap.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2956,2017-11-30 17:03:09,10.131.2.1,/css/main.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2957,2017-11-30 17:03:09,10.131.2.1,/css/normalize.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2958,2017-11-30 17:03:09,10.131.0.1,/css/font-awesome.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2959,2017-11-30 17:03:09,10.128.2.1,/bootstrap-3.3.7/js/bootstrap.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2960,2017-11-30 17:03:09,10.129.2.1,/js/vendor/jquery-1.12.0.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2961,2017-11-30 17:03:09,10.131.0.1,/js/vendor/modernizr-2.8.3.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2962,2017-11-30 17:03:09,10.131.0.1,/home.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
2963,2017-11-30 17:03:10,10.131.0.1,/css/bootstrap.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2964,2017-11-30 17:03:10,10.130.2.1,/css/main.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2965,2017-11-30 17:03:10,10.129.2.1,/css/style.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2966,2017-11-30 17:03:10,10.128.2.1,/css/normalize.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2967,2017-11-30 17:03:10,10.131.2.1,/bootstrap-3.3.7/js/bootstrap.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2968,2017-11-30 17:03:10,10.131.0.1,/js/vendor/modernizr-2.8.3.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2969,2017-11-30 17:03:10,10.131.0.1,/css/font-awesome.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2970,2017-11-30 17:03:10,10.128.2.1,/js/vendor/jquery-1.12.0.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2971,2017-11-30 17:03:10,10.130.2.1,/js/vendor/moment.min.js,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2972,2017-11-30 17:03:10,10.130.2.1,/bootstrap-3.3.7/js/bootstrap.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2973,2017-11-30 17:03:12,10.130.2.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2974,2017-11-30 17:03:13,10.131.2.1,/login.php,302,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
2975,2017-11-30 17:03:13,10.131.2.1,/home.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2976,2017-11-30 17:03:13,10.131.2.1,/css/bootstrap.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2977,2017-11-30 17:03:13,10.130.2.1,/css/font-awesome.min.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2978,2017-11-30 17:03:13,10.131.2.1,/js/vendor/jquery-1.12.0.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2979,2017-11-30 17:03:13,10.128.2.1,/bootstrap-3.3.7/js/bootstrap.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2980,2017-11-30 17:03:13,10.131.0.1,/css/style.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2981,2017-11-30 17:03:13,10.131.0.1,/js/vendor/modernizr-2.8.3.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2982,2017-11-30 17:03:13,10.128.2.1,/bootstrap-3.3.7/js/bootstrap.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2983,2017-11-30 17:03:13,10.131.0.1,/css/normalize.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2984,2017-11-30 17:03:13,10.129.2.1,/css/main.css,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2985,2017-11-30 17:03:13,10.130.2.1,/js/vendor/moment.min.js,304,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2986,2017-11-30 17:04:05,10.128.2.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2987,2017-11-30 17:05:29,10.128.2.1,/contestsubmit.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2988,2017-11-30 17:05:35,10.128.2.1,/pcompile.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
2989,2017-11-30 17:05:38,10.128.2.1,/contestsubmission.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
2990,2017-11-30 17:06:07,10.128.2.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2991,2017-11-30 17:06:14,10.131.0.1,/standings.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2992,2017-11-30 17:06:17,10.128.2.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2993,2017-11-30 17:06:21,10.131.0.1,/,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2994,2017-11-30 17:06:23,10.128.2.1,/standings.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2995,2017-11-30 17:06:24,10.131.0.1,/contest.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2996,2017-11-30 17:06:28,10.128.2.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2997,2017-11-30 17:06:34,10.131.0.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2998,2017-11-30 17:06:35,10.128.2.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
2999,2017-11-30 17:06:39,10.128.2.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3000,2017-11-30 17:06:39,10.130.2.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3001,2017-11-30 17:06:41,10.131.0.1,/contestsubmit.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3002,2017-11-30 17:06:48,10.131.0.1,/pcompile.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
3003,2017-11-30 17:06:53,10.131.0.1,/contestsubmission.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
3004,2017-11-30 17:07:02,10.131.0.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3005,2017-11-30 17:07:03,10.130.2.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3006,2017-11-30 17:07:07,10.130.2.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3007,2017-11-30 17:07:10,10.130.2.1,/contestsubmission.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3008,2017-11-30 17:07:13,10.130.2.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3009,2017-11-30 17:07:15,10.130.2.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3010,2017-11-30 17:07:16,10.130.2.1,/contestproblem.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3011,2017-11-30 17:07:19,10.129.2.1,/standings.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3012,2017-11-30 17:07:23,10.128.2.1,/contestsubmit.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3013,2017-11-30 17:07:26,10.129.2.1,/contestsubmission.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3014,2017-11-30 17:07:28,10.128.2.1,/pcompile.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
3015,2017-11-30 17:07:31,10.128.2.1,/contestsubmission.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
3016,2017-11-30 17:07:35,10.129.2.1,/standings.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3017,2017-11-30 17:07:36,10.128.2.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3018,2017-11-30 17:07:38,10.129.2.1,/contestsubmission.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3019,2017-11-30 17:07:53,10.129.2.1,/standings.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3020,2017-11-30 17:08:02,10.129.2.1,/contestsubmission.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3021,2017-11-30 17:08:08,10.130.2.1,/standings.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3022,2017-11-30 17:08:40,10.131.2.1,/details.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3023,2017-11-30 17:08:54,10.131.2.1,/standings.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3024,2017-11-30 17:09:46,10.129.2.1,/contestsubmission.php,200,2017-11-30 17:00:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3025,2017-11-30 17:12:58,10.129.2.1,/contestsubmit.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3026,2017-11-30 17:13:08,10.129.2.1,/pcompile.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
3027,2017-11-30 17:13:11,10.131.0.1,/contestsubmission.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
3028,2017-11-30 17:13:15,10.131.0.1,/details.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3029,2017-11-30 17:13:19,10.131.2.1,/standings.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3030,2017-11-30 17:13:19,10.131.2.1,/img/ruet.png,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3031,2017-11-30 17:14:27,10.131.2.1,/standings.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3032,2017-11-30 17:14:28,10.131.2.1,/img/ruet.png,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3033,2017-11-30 17:14:31,10.131.2.1,/standings.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3034,2017-11-30 17:14:32,10.131.2.1,/img/ruet.png,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3035,2017-11-30 17:14:39,10.131.0.1,/,302,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3036,2017-11-30 17:14:42,10.128.2.1,/contestsubmit.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3037,2017-11-30 17:14:44,10.129.2.1,/login.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3038,2017-11-30 17:14:48,10.129.2.1,/css/bootstrap.min.css,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3039,2017-11-30 17:14:48,10.128.2.1,/pcompile.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
3040,2017-11-30 17:14:51,10.129.2.1,/css/font-awesome.min.css,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3041,2017-11-30 17:14:51,10.128.2.1,/contestsubmission.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
3042,2017-11-30 17:14:53,10.129.2.1,/css/normalize.css,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3043,2017-11-30 17:14:53,10.131.0.1,/css/main.css,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3044,2017-11-30 17:14:53,10.130.2.1,/css/style.css,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3045,2017-11-30 17:14:53,10.130.2.1,/js/vendor/modernizr-2.8.3.min.js,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3046,2017-11-30 17:14:57,10.131.0.1,/js/vendor/jquery-1.12.0.min.js,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3047,2017-11-30 17:14:59,10.129.2.1,/bootstrap-3.3.7/js/bootstrap.min.js,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3048,2017-11-30 17:15:07,10.131.0.1,/profile.php,302,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3049,2017-11-30 17:15:08,10.129.2.1,/login.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3050,2017-11-30 17:15:20,10.129.2.1,/home.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3051,2017-11-30 17:15:24,10.129.2.1,/contestproblem.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3052,2017-11-30 17:15:25,10.131.0.1,/process.php,302,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
3053,2017-11-30 17:15:25,10.129.2.1,/login.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3054,2017-11-30 17:15:26,10.131.0.1,/fonts/fontawesome-webfont.woff2,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3055,2017-11-30 17:15:27,10.128.2.1,/standings.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3056,2017-11-30 17:15:27,10.128.2.1,/img/ruet.png,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3057,2017-11-30 17:15:28,10.129.2.1,/contestsubmission.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3058,2017-11-30 17:15:29,10.131.0.1,/contest.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3059,2017-11-30 17:15:32,10.131.0.1,/contestproblem.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3060,2017-11-30 17:15:37,10.131.0.1,/standings.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3061,2017-11-30 17:15:38,10.131.0.1,/process.php,302,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,POST,HTTP/1.1
3062,2017-11-30 17:15:39,10.128.2.1,/profile.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3063,2017-11-30 17:15:40,10.128.2.1,/js/chart.min.js,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3064,2017-11-30 17:15:40,10.130.2.1,/js/jquery.min.js,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3065,2017-11-30 17:15:46,10.129.2.1,/profile.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
3066,2017-11-30 17:15:46,10.128.2.1,/edit.php,200,2017-11-30 17:10:00,2017-11-30 17:00:00,2017-11-30,GET,HTTP/1.1
